degree,rne,Nom court CFA,Adresse CFA,Complément adresse 1 CFA,Complément adresse 2 CFA,Code INSEE CFA,Lib court ville CFA,Téléphone établissement,Site internet de l'établissement,E-Mail établissement
35031001T,0912119J,CFA EVE,48 Cours Blaise Pascal,,,91228,EVRY,01 60 79 54 00,www.cfa-eve.fr,cfa@cfa-eve.fr
35031001T,0941939X,CFA SUP 2000,Moulin de la Chaussée ,Place Jean Jaurès,,94069,ST MAURICE,01 43 53 68 00,www.cfasup2000.net,contact@cfasup2000.fr
35031002T,0754457M,CFA DIFCAM,192 rue Lecourbe,,,75108,PARIS,01 44 37 30 40,www.difcam.com,cfa-ile-de-france@dficam.com
35031002T,0755088Y,CFA Université et Sports,66 rue d'Assas,,,75106,PARIS,06 73 99 08 51,www.cfaunivsport.com,secretariat@cfaunivsport.com
35031002T,0941939X,CFA SUP 2000,Moulin de la Chaussée ,Place Jean Jaurès,,94069,ST MAURICE,01 43 53 68 00,www.cfasup2000.net,contact@cfasup2000.fr
35031004T,0754674Y,CFA ACE,58 rue du Professeur Gosset,,,75118,PARIS,01 49 21 43 40,www.ace-expert.com,c.gourret@ace-expert.com
35031004T,0912119J,CFA EVE,48 Cours Blaise Pascal,,,91228,EVRY,01 60 79 54 00,www.cfa-eve.fr,cfa@cfa-eve.fr
35031004T,0941939X,CFA SUP 2000,Moulin de la Chaussée ,Place Jean Jaurès,,94069,ST MAURICE,01 43 53 68 00,www.cfasup2000.net,contact@cfasup2000.fr
35031004T,0951721E,CFA CCIV - GESCIA,14 place du Cardinal Mercier,,,95210,ENGHIEN LES BAINS,01 30 10 80 95,www.ifa-salvi.fr,pierre.salvi@versailles.cci.fr
35031005T,0781897N,CFA CCIV - ITEDEC,21 rue Chantier d'Hérubé,,,78029,AUBERGENVILLE,,www.ifabtp.fr,
35031102T,0912021C,CFA UNION,Pôle Universitaire d'Ingéniérie,Bâtiment 640,,91471,ORSAY,01 69 15 35 10,www.cfa-union.u-psud.fr,cfa-union@u-psud.fr
35031102T,0912119J,CFA EVE,48 Cours Blaise Pascal,,,91228,EVRY,01 60 79 54 00,www.cfa-eve.fr,cfa@cfa-eve.fr
35031102T,0941939X,CFA SUP 2000,Moulin de la Chaussée ,Place Jean Jaurès,,94069,ST MAURICE,01 43 53 68 00,www.cfasup2000.net,contact@cfasup2000.fr
35031201T,0754457M,CFA DIFCAM,192 rue Lecourbe,,,75108,PARIS,01 44 37 30 40,www.difcam.com,cfa-ile-de-france@dficam.com
35031201T,0755088Y,CFA Université et Sports,66 rue d'Assas,,,75106,PARIS,06 73 99 08 51,www.cfaunivsport.com,secretariat@cfaunivsport.com
35031201T,0772468P,CFA Descartes ,"4, 6 allée Kepler - ",Parc de la Haute Maison,,77083,CHAMPS SUR MARNE,01 64 61 65 00,www.cfadescartes.com,cfadescartes@cfadescartes.fr
35031201T,0781981E,CFA CCIV - SUP de V,51 bd de la Paix,Zac du Bel Air,,78551,ST GERMAIN EN LAYE,01 39 10 78 78,www.supdev.com,inscription@supdev.com
35031201T,0783607X,CFA EDF,Campus de Formation du groupe EDF,Rue Albert Thomas,,78440,LES MUREAUX,01 34 92 68 11,,cfa-metiers-energie@edf.fr
35031201T,0912119J,CFA EVE,48 Cours Blaise Pascal,,,91228,EVRY,01 60 79 54 00,www.cfa-eve.fr,cfa@cfa-eve.fr
35031201T,0941939X,CFA SUP 2000,Moulin de la Chaussée ,Place Jean Jaurès,,94069,ST MAURICE,01 43 53 68 00,www.cfasup2000.net,contact@cfasup2000.fr
35031201T,0951721E,CFA CCIV - GESCIA,14 place du Cardinal Mercier,,,95210,ENGHIEN LES BAINS,01 30 10 80 95,www.ifa-salvi.fr,pierre.salvi@versailles.cci.fr
35031501T,0912021C,CFA UNION,Pôle Universitaire d'Ingéniérie,Bâtiment 640,,91471,ORSAY,01 69 15 35 10,www.cfa-union.u-psud.fr,cfa-union@u-psud.fr
35031501T,0941939X,CFA SUP 2000,Moulin de la Chaussée ,Place Jean Jaurès,,94069,ST MAURICE,01 43 53 68 00,www.cfasup2000.net,contact@cfasup2000.fr
35032002T,0772468P,CFA Descartes ,"4, 6 allée Kepler - ",Parc de la Haute Maison,,77083,CHAMPS SUR MARNE,01 64 61 65 00,www.cfadescartes.com,cfadescartes@cfadescartes.fr
35032605M,0912003H,CFA AFIA,2 rue René Cassin,,,91377,MASSY,01 76 91 59 13,www.cfa-afia.com,jcpouilly@cfa-afia.org
35032605M,0941939X,CFA SUP 2000,Moulin de la Chaussée ,Place Jean Jaurès,,94069,ST MAURICE,01 43 53 68 00,www.cfasup2000.net,contact@cfasup2000.fr
35032608T,0941939X,CFA SUP 2000,Moulin de la Chaussée ,Place Jean Jaurès,,94069,ST MAURICE,01 43 53 68 00,www.cfasup2000.net,contact@cfasup2000.fr
35032609M,0772468P,CFA Descartes ,"4, 6 allée Kepler - ",Parc de la Haute Maison,,77083,CHAMPS SUR MARNE,01 64 61 65 00,www.cfadescartes.com,cfadescartes@cfadescartes.fr
35032609M,0941939X,CFA SUP 2000,Moulin de la Chaussée ,Place Jean Jaurès,,94069,ST MAURICE,01 43 53 68 00,www.cfasup2000.net,contact@cfasup2000.fr
35032609M,0951798N,CFA CCIV - ITESCIA,8 rue Pierre de Coubertin,,,95500,PONTOISE,01 30 75 36 14,www.escia.fr,gdeunf@escia.fr
35033505T,0941939X,CFA SUP 2000,Moulin de la Chaussée ,Place Jean Jaurès,,94069,ST MAURICE,01 43 53 68 00,www.cfasup2000.net,contact@cfasup2000.fr
35034403P,0754679D,CFA SACEF,8 Rue d'Athènes,,,75114,PARIS,01 78 09 88 51,www.cfasacef.fr,contacts@cfasacef.fr
35034403P,0783560W,CFA CCIV - UVSQ,5-7 Bd d'Alembert,Bâtiment d'Alembert,,78297,GUYANCOURT,01 80 71 00 11,www.cfa.uvsq.fr,cfa.dalembert@uvsq.fr
35034501T,0941939X,CFA SUP 2000,Moulin de la Chaussée ,Place Jean Jaurès,,94069,ST MAURICE,01 43 53 68 00,www.cfasup2000.net,contact@cfasup2000.fr
3551180AG,0754497F,CFA CCIV - UPMC,Paris 6  -  Case 232,"4, place Jussieu",,75105,PARIS,01 44 27 71 40,www.cfa.upmc.fr,cfa@upmc.fr
3551180BF,0912021C,CFA UNION,Pôle Universitaire d'Ingéniérie,Bâtiment 640,,91471,ORSAY,01 69 15 35 10,www.cfa-union.u-psud.fr,cfa-union@u-psud.fr
3552000AM,0754497F,CFA CCIV - UPMC,Paris 6  -  Case 232,"4, place Jussieu",,75105,PARIS,01 44 27 71 40,www.cfa.upmc.fr,cfa@upmc.fr
3553260AT,0912021C,CFA UNION,Pôle Universitaire d'Ingéniérie,Bâtiment 640,,91471,ORSAY,01 69 15 35 10,www.cfa-union.u-psud.fr,cfa-union@u-psud.fr
3553260BT,0754927Y,CFA FORMASUP Paris,4 rue Blaise Desgoffe,,,75106,PARIS,01 53 63 53 50,www.formasup-paris.com,contact@formasup-paris.com
3553320AT,0912119J,CFA EVE,48 Cours Blaise Pascal,,,91228,EVRY,01 60 79 54 00,www.cfa-eve.fr,cfa@cfa-eve.fr
36023101P,0922379L,CFA PME Apprentissage,42-48 Quai de Dion-Bouton,Le France,,92062,PUTEAUX,01 49 03 71 20,www.agefa.org   (Rubrique Apprentissage),pme-apprentissage@agefa.org
36023201P,0922379L,CFA PME Apprentissage,42-48 Quai de Dion-Bouton,Le France,,92062,PUTEAUX,01 49 03 71 20,www.agefa.org   (Rubrique Apprentissage),pme-apprentissage@agefa.org
36033102T,0922661T,CFA des Métiers de la Santé et de la Solidarité,15 rue Aristide Briand,,,92044,LEVALLOIS PERRET,01 45 61 17 89,www.cfa-sante.fr,cfa@cfa-sante.fr
36033107T,0754850P,CFA PAE,94 avenue Gambetta,,,75120,PARIS,01 44 62 41 48,www.cfa-pae.org,ce.cfa@ac-paris.fr
36033108T,0922661T,CFA des Métiers de la Santé et de la Solidarité,15 rue Aristide Briand,,,92044,LEVALLOIS PERRET,01 45 61 17 89,www.cfa-sante.fr,cfa@cfa-sante.fr
36033109T,0922661T,CFA des Métiers de la Santé et de la Solidarité,15 rue Aristide Briand,,,92044,LEVALLOIS PERRET,01 45 61 17 89,www.cfa-sante.fr,cfa@cfa-sante.fr
36033110T,0922661T,CFA des Métiers de la Santé et de la Solidarité,15 rue Aristide Briand,,,92044,LEVALLOIS PERRET,01 45 61 17 89,www.cfa-sante.fr,cfa@cfa-sante.fr
36033205T,0754989R,CFA de l' ADAPSS,127 avenue d'Italie,,,75113,PARIS,01 42 02 10 74,www.adapss.fr,cfa@adapss-idf.fr
36033206T,0754989R,CFA de l' ADAPSS,127 avenue d'Italie,,,75113,PARIS,01 42 02 10 74,www.adapss.fr,cfa@adapss-idf.fr
36033207T,0754989R,CFA de l' ADAPSS,127 avenue d'Italie,,,75113,PARIS,01 42 02 10 74,www.adapss.fr,cfa@adapss-idf.fr
360I0297,0754497F,CFA CCIV - UPMC,Paris 6  -  Case 232,"4, place Jussieu",,75105,PARIS,01 44 27 71 40,www.cfa.upmc.fr,cfa@upmc.fr
36322108N,0782113Y,CFA  CEZ,Bergerie Nationale,Parc du Château,,78517,RAMBOUILLET,01 61 08 68 10,www.bergerie-nationale.educagri.fr/cfa.htm,cfa.rambouillet@educagri.fr
36421106W,0780851B,CFA CCIP - TECOMAH,Chemin de l'Orme Rond,,,78322,JOUY EN JOSAS,01 39 67 12 00,www.tecomah.fr,tecomah@ccip.fr
36C22101T,0752280W,CFA CCIP - FERRANDI Paris,28 rue de l'Abbé Grégoire,,,75111,PARIS,01 49 54 28 17,www.ferrandi-paris.fr,cconansignor@cci-paris-idf.fr
36C3120BT,0755344B,CFA CCIP - NOVANCIA,3 rue Armand Moisant,,,75115,PARIS,01 55 65 44 88,www.novancia.fr,information@novancia.fr
36C3120DP,0772742M,CFA  CCI de Seine et Marne,Boulevard Olof Palme,MARNE LA VALLEE,,77169,EMERAINVILLE,08 10 00 11 70,www.cfautec.fr,contact@cfautec.fr
36C3120GT,0755344B,CFA CCIP - NOVANCIA,3 rue Armand Moisant,,,75115,PARIS,01 55 65 44 88,www.novancia.fr,information@novancia.fr
36C3120GT,0932505T,CFA Formaposte IDF,46 - 48 rue de Lagny,,,93048,MONTREUIL,01 41 58 67 50,www.formaposte-iledefrance.fr,
36C3120VP,0755344B,CFA CCIP - NOVANCIA,3 rue Armand Moisant,,,75115,PARIS,01 55 65 44 88,www.novancia.fr,information@novancia.fr
36C3120VP,0772742M,CFA  CCI de Seine et Marne,Boulevard Olof Palme,MARNE LA VALLEE,,77169,EMERAINVILLE,08 10 00 11 70,www.cfautec.fr,contact@cfautec.fr
36C3120VP,0781981E,CFA CCIV - SUP de V,51 bd de la Paix,Zac du Bel Air,,78551,ST GERMAIN EN LAYE,01 39 10 78 78,www.supdev.com,inscription@supdev.com
36C3120VP,0912267V,CFA FDME,3 Chemin de la Grange Feu Louis,,,91228,EVRY,01 60 79 74 00,www.essonne.fac-metiers.fr,infos@fdme91.fr
36C3120WV,0754955D,CFA CCIP - LA FABRIQUE,8 avenue de la Porte de Champerret,,,75117,PARIS,01 40 79 92 60,www.esiv.fr,imaes@esiv.fr
36C3120WV,0951286G,CFA CCIV - Adolphe CHAUVIN,22  rue des Beaux Soleils,,,95476,OSNY,01 30 75 38 38,www.ifa-chauvin.fr,ifa-chauvin@versailles.cci.fr
36C3150AW,0781981E,CFA CCIV - SUP de V,51 bd de la Paix,Zac du Bel Air,,78551,ST GERMAIN EN LAYE,01 39 10 78 78,www.supdev.com,inscription@supdev.com
36C3240BP,0781809T,CFA CCIV - Centre R. DELOROZOY,7 avenue des Trois Peuples,,,78423,MONTIGNY LE BRETONNEUX,01 30 48 80 00,www.ifa.delorozoy.fr,
36C3240BP,0951721E,CFA CCIV - GESCIA,14 place du Cardinal Mercier,,,95210,ENGHIEN LES BAINS,01 30 10 80 95,www.ifa-salvi.fr,pierre.salvi@versailles.cci.fr
36C3360AW,0782090Y,CFA CCIV - ISIPCA,34 - 36 rue du Parc de Clagny,,,78646,VERSAILLES,01 39 23 70 00,www.isipca.fr,info@isipca.fr
36K13301A,0922607J,CFA des Comédiens,3 rue Edmond Fantin  ,,,92004,ASNIERES SUR SEINE,01 47 90 95 33,www.studio-asnieres.com,herve.vandermeulen@club-internet.fr
36K3230AP,0932305A,CFA du Spectacle Vivant et de l'Audiovisuel,92 avenue Galliéni,,,93006,BAGNOLET,01 48 97 25 16,cfaduspectacle@cfpts.com,pferrier@cfpts.com
36M33601T,0772690F,CFA CMA de la Seine et Marne ,4 avenue du Général Leclerc,Château Gruber,,77288,MELUN,01 64 79 26 00,www.cma77.fr,dfp@cma77.fr
36M33602T,0772690F,CFA CMA de la Seine et Marne ,4 avenue du Général Leclerc,Château Gruber,,77288,MELUN,01 64 79 26 00,www.cma77.fr,dfp@cma77.fr
36N25501R,0951286G,CFA CCIV - Adolphe CHAUVIN,22  rue des Beaux Soleils,,,95476,OSNY,01 30 75 38 38,www.ifa-chauvin.fr,ifa-chauvin@versailles.cci.fr
36N3260AR,0752944T,CFA IGS,12 rue Alexandre Parodi,,,75110,PARIS,01 80 97 47 00,www.cfa-igs.com,fdaffar@groupe-igs.fr
36N3260BT,0932331D,CFA Com. Multimédia ,80 rue Jules Ferry,,,93006,BAGNOLET,01 55 82 41 51,www.cfacom.org,secretariat@cna-cefag.org
36Q33401W,0755112Z,CFA des Métiers du Tourisme,24 rue Stéphenson,,,75118,PARIS,01 48 77 53 83,www.cfa-tourisme.org,info@cfa-tourisme.org
36T2270AR,0942215X,CFA FNAS,Place San Benedetto Del Tronto,,,94002,ALFORTVILLE,01 43 53 51 85,www.afanem.fr,contact@afanem.fr
36T3110AN,0772587U,CFA Logistique et transport,Rue du Zinc - Zac de Villebouvet,,,77445,SAVIGNY LE TEMPLE,01 64 19 05 54,aft-iftim.com,elodiebabut@aft-iftim.com
36T3110AN,0780762E,CFA TL - Tremblay S/ Mauldre,43 rue du Général de Gaulle,,,78623,LE TREMBLAY SUR MAULDRE,01 34 94 27 02,www.aft-iftim-idf.com,cfatl@aft-iftim.com
36T3110BP,0780762E,CFA TL - Tremblay S/ Mauldre,43 rue du Général de Gaulle,,,78623,LE TREMBLAY SUR MAULDRE,01 34 94 27 02,www.aft-iftim-idf.com,cfatl@aft-iftim.com
36T3110CN,0772711D,CFA Transport Logistique Voyageur,Espace Multiservices,56 bd de Courcerin,,77146,CROISSY BEAUBOURG,01 60 95 10 44,cfatlv.com,cfatlv.croissy@orange.fr
36T31201P,0942217Z,CFA INFA,5 et 9 rue Anquetil,,,94052,NOGENT SUR MARNE,01 45 14 46 55,www.infa-formation.com,cfa.info@infa-formation.com
36T31501T,0782058N,CFA CCIV - ESSYM,44 rue Patenôtre,,,78517,RAMBOUILLET,01 34 83 95 78,www.ifa-rambouillet.fr,ifa.rambouillet@versailles.fr
36T31501T,0912267V,CFA FDME,3 Chemin de la Grange Feu Louis,,,91228,EVRY,01 60 79 74 00,www.essonne.fac-metiers.fr,infos@fdme91.fr
36T31501T,0951721E,CFA CCIV - GESCIA,14 place du Cardinal Mercier,,,95210,ENGHIEN LES BAINS,01 30 10 80 95,www.ifa-salvi.fr,pierre.salvi@versailles.cci.fr
36T32201T,0942217Z,CFA INFA,5 et 9 rue Anquetil,,,94052,NOGENT SUR MARNE,01 45 14 46 55,www.infa-formation.com,cfa.info@infa-formation.com
36T32401P,0781809T,CFA CCIV - Centre R. DELOROZOY,7 avenue des Trois Peuples,,,78423,MONTIGNY LE BRETONNEUX,01 30 48 80 00,www.ifa.delorozoy.fr,
36X3130AT,0922650F,CFA de l'Assurance,20 bis rue Jardin Boieldieu - ,La Défense 8,,92062,PARIS LA DEFENSE,01 47 76 58 60,www.ifpass.fr,dtoure@ifpass.fr
36X32501T,0752206R,CFA Stephenson,48 rue Stephenson,,,75118,PARIS,01 44 92 88 88,www.cfa-stephenson.fr,recrute@cfa-stephenson.fr
36X32601R,0922454T,CFA CESFA,93 boulevard de la Seine ,,,92050,NANTERRE,01 55 17 80 20,www.cesfa-btp.com,cesfa@cesi.fr
36X32603N,0755432X,CFA INSTA,37 bis rue des Trois Bornes,,,75101,PARIS,01 43 41 72 50,www.insta.fr,r.lebib@insta.fr
40020101U,0922675H,CFA AFORP,34 avenue Charles de Gaulle,,,92051,NEUILLY SUR SEINE,01 55 24 22 60,www.aforp.fr,p.pabeau@aforp.fr
40020102U,0922675H,CFA AFORP,34 avenue Charles de Gaulle,,,92051,NEUILLY SUR SEINE,01 55 24 22 60,www.aforp.fr,p.pabeau@aforp.fr
40022002S,0922292S,CFA AFI 24 Ile de France,Immeuble KUPKA A,18 rue Hoche,,92062,PARIS LA DEFENSE,01 49 67 03 00,www.afi24.org,info@afi24.org
40022104S,0750768C,CFA des Métiers de la Gastronomie,19 rue Goubet,,,75119,PARIS,01 42 39 19 64,www.ceproc.com,beleves@ceproc.com
40022105S,0750768C,CFA des Métiers de la Gastronomie,19 rue Goubet,,,75119,PARIS,01 42 39 19 64,www.ceproc.com,beleves@ceproc.com
40022105S,0752280W,CFA CCIP - FERRANDI Paris,28 rue de l'Abbé Grégoire,,,75111,PARIS,01 49 54 28 17,www.ferrandi-paris.fr,cconansignor@cci-paris-idf.fr
40022105S,0752830U,CFA des Métiers de la Table,17 rue Jacques Ibert,,,75117,PARIS,01 44 09 12 00,www.epmtth.org,h.sauvage@epmtth.org
40022105S,0754755L,CFA Boulangerie et Pâtisserie,64  rue des Pirogues de Bercy,,,75112,PARIS,01 53 02 93 70,www.ebp-paris.com,slacome@grandsmoulinsdeparis.com
40022105S,0772690F,CFA CMA de la Seine et Marne ,4 avenue du Général Leclerc,Château Gruber,,77288,MELUN,01 64 79 26 00,www.cma77.fr,dfp@cma77.fr
40022105S,0782093B,CFA TRAJECTOIRE,Place François Rabelais,BP 67,,78297,GUYANCOURT,01 30 96 12 35,www.cfa-trajectoire-hotellerie.ac-versailles.fr,cfa.tj@laposte.net
40022105S,0942202H,CFA de l'Académie de Créteil,12 rue Georges Enesco,,,94028,CRETEIL,01 57 02 67 74,http://cfaacademique.ac-creteil.fr,cfa-academique@ac-creteil.fr
40022106T,0750768C,CFA des Métiers de la Gastronomie,19 rue Goubet,,,75119,PARIS,01 42 39 19 64,www.ceproc.com,beleves@ceproc.com
40022106T,0751510J,CFA Méderic,20 rue Méderic,,,75117,PARIS,01 42 12 62 12,www.cfamederic.com,inscription@cfamederic.com
40022106T,0752280W,CFA CCIP - FERRANDI Paris,28 rue de l'Abbé Grégoire,,,75111,PARIS,01 49 54 28 17,www.ferrandi-paris.fr,cconansignor@cci-paris-idf.fr
40022106T,0752830U,CFA des Métiers de la Table,17 rue Jacques Ibert,,,75117,PARIS,01 44 09 12 00,www.epmtth.org,h.sauvage@epmtth.org
40022106T,0753007L,CFA Public Belliard,135 rue Belliard,,,75118,PARIS,01 40 25 93 64,lyc-belliard.ac-paris.fr ,rene.le-joncour@ac-paris.fr
40022106T,0754458N,CFA CERFAL,2 rue Lacaze,,,75114,PARIS,01 40 52 77 10,www.cerfal-apprentissage.fr,d.g@cerfal.fr
40022106T,0771664R,CFA Alexis Tingaud,Domaine du Gué à Tresmes - BP 03,,,77126,CONGIS SUR THEROUANNE,01 64 35 52 56,lycee-gueatresmes.fr,cfaa.tingaud@laposte.net
40022106T,0772690F,CFA CMA de la Seine et Marne ,4 avenue du Général Leclerc,Château Gruber,,77288,MELUN,01 64 79 26 00,www.cma77.fr,dfp@cma77.fr
40022106T,0772742M,CFA  CCI de Seine et Marne,Boulevard Olof Palme,MARNE LA VALLEE,,77169,EMERAINVILLE,08 10 00 11 70,www.cfautec.fr,contact@cfautec.fr
40022106T,0780851B,CFA CCIP - TECOMAH,Chemin de l'Orme Rond,,,78322,JOUY EN JOSAS,01 39 67 12 00,www.tecomah.fr,tecomah@ccip.fr
40022106T,0782093B,CFA TRAJECTOIRE,Place François Rabelais,BP 67,,78297,GUYANCOURT,01 30 96 12 35,www.cfa-trajectoire-hotellerie.ac-versailles.fr,cfa.tj@laposte.net
40022106T,0783430E,CFA en Mouvement,23 rue Fernand Pelloutier,,,92024,CLICHY,01 41 40 07 95,www.cfa-academique-en-mouvement.fr,cfa.enmouvement@ac-versailles.fr
40022106T,0932217E,CFA CEFAA,Avenue Jean Fourgeaud,,,93078,VILLEPINTE,01 49 63 42 42,www.cefaa.net,contact@cefaa.net
40022106T,0942202H,CFA de l'Académie de Créteil,12 rue Georges Enesco,,,94028,CRETEIL,01 57 02 67 74,http://cfaacademique.ac-creteil.fr,cfa-academique@ac-creteil.fr
40022106T,0951286G,CFA CCIV - Adolphe CHAUVIN,22  rue des Beaux Soleils,,,95476,OSNY,01 30 75 38 38,www.ifa-chauvin.fr,ifa-chauvin@versailles.cci.fr
40022402M,0752314H,CFA Public Dorian,74 avenue Philippe Auguste,,,75111,PARIS,01 44 93 81 36,www.lycee-dorian.org,l.valls@wanadoo.fr
40022503S,0783593G,CFA V3A,19 avenue du Centre,,,78297,GUYANCOURT,01 30 83 42 60,www.ac-versailles.fr/cfav3a,cfav3a@ac-versailles.fr
40022703S,0751488K,CFA Ecole de Travail ORT,4 bis rue des Rosiers,,,75104,PARIS,01 44 54 31 80,www.ecoledetravail.fr,contact@ecoledetravail.fr
40022703S,0771654E,CFA du BTP de Nangis,3 bis avenue du Général de Gaulle,,,77327,NANGIS,01 60 58 54 10,www.cfanangis.fr,cfabtp.nangis@ccca-btp.fr
40022703S,0772319C,CFA du BTP d'Ocquerre,8 rue de Bel-Air,,,77343,OCQUERRE,01 60 61 52 61,cfa-btp-ocquerre.org,philippe.davis@ccca-btp.fr
40022703S,0942202H,CFA de l'Académie de Créteil,12 rue Georges Enesco,,,94028,CRETEIL,01 57 02 67 74,http://cfaacademique.ac-creteil.fr,cfa-academique@ac-creteil.fr
40022703S,0951830Y,CFA Saint JEAN,12 rue du Maréchal Juin,,,95555,ST GRATIEN,01 34 16 49 07,fraternite.st.jean@wanadoo.fr,fraternite.st.jean@wanadoo.fr
40022704R,0752325V,CFA CCIP - Centre des Formations Industrielles,CFI,247 avenue Gambetta,,75111,PARIS,01 40 31 46 00,cfi.ccip.fr,information-cfi@ccip.fr
40022704R,0754792B,CFA des Compagnons du Devoir,1 place Saint Gervais,,,75104,PARIS,01 48 87 38 69,www.compagnonsdudevoir.com,compagnonsparis@compagnons-du-devoir.com
40022704R,0772319C,CFA du BTP d'Ocquerre,8 rue de Bel-Air,,,77343,OCQUERRE,01 60 61 52 61,cfa-btp-ocquerre.org,philippe.davis@ccca-btp.fr
40022704R,0783430E,CFA en Mouvement,23 rue Fernand Pelloutier,,,92024,CLICHY,01 41 40 07 95,www.cfa-academique-en-mouvement.fr,cfa.enmouvement@ac-versailles.fr
40022704R,0912140G,CFA Gustave Eiffel,30 route de Longjumeau,,,91161,CHILLY MAZARIN,01 69 74 15 50,www.centregustaveeiffel.net,centre.gustave.eiffel@centre-gustave-eiffel.com
40022704R,0912267V,CFA FDME,3 Chemin de la Grange Feu Louis,,,91228,EVRY,01 60 79 74 00,www.essonne.fac-metiers.fr,infos@fdme91.fr
40022704R,0942215X,CFA FNAS,Place San Benedetto Del Tronto,,,94002,ALFORTVILLE,01 43 53 51 85,www.afanem.fr,contact@afanem.fr
40022704R,0951625A,CFA du Bâtiment - Ermont,18 bis rue Ferdinand Buisson,,,95219,ERMONT,01 34 15 77 52,afobatrp.com,cfabtp.ermont@ccca-btp.fr
40022704R,0951938R,CFA Institut de l'Environnement Urbain,Campus Veolia Environnement,rue d'Ecancourt,,95323,JOUY LE MOUTIER,01 34 32 78 00,www.campus.veolia.com,isabelle.moura@veolia.com
40023004P,0751508G,CFA St Lambert Formation,7 rue St Lambert,,,75115,PARIS,09 51 38 92 91,www.cfa-btp.org,coutherut@cfa-btp.org
40023004P,0781897N,CFA CCIV - ITEDEC,21 rue Chantier d'Hérubé,,,78029,AUBERGENVILLE,,www.ifabtp.fr,
40023005N,0751508G,CFA St Lambert Formation,7 rue St Lambert,,,75115,PARIS,09 51 38 92 91,www.cfa-btp.org,coutherut@cfa-btp.org
40023005N,0754458N,CFA CERFAL,2 rue Lacaze,,,75114,PARIS,01 40 52 77 10,www.cerfal-apprentissage.fr,d.g@cerfal.fr
40023102S,0780819S,CFA des Métiers du BTP - CFM BTP,13 rue Denis Papin,,,78621,TRAPPES,01 30 16 12 28,cfmbtp-sqy.com,cpo-apprentissage@wanadoo.fr
40023102S,0780851B,CFA CCIP - TECOMAH,Chemin de l'Orme Rond,,,78322,JOUY EN JOSAS,01 39 67 12 00,www.tecomah.fr,tecomah@ccip.fr
40023102S,0942202H,CFA de l'Académie de Créteil,12 rue Georges Enesco,,,94028,CRETEIL,01 57 02 67 74,http://cfaacademique.ac-creteil.fr,cfa-academique@ac-creteil.fr
40023103P,0752314H,CFA Public Dorian,74 avenue Philippe Auguste,,,75111,PARIS,01 44 93 81 36,www.lycee-dorian.org,l.valls@wanadoo.fr
40023203S,0771654E,CFA du BTP de Nangis,3 bis avenue du Général de Gaulle,,,77327,NANGIS,01 60 58 54 10,www.cfanangis.fr,cfabtp.nangis@ccca-btp.fr
40023203S,0772319C,CFA du BTP d'Ocquerre,8 rue de Bel-Air,,,77343,OCQUERRE,01 60 61 52 61,cfa-btp-ocquerre.org,philippe.davis@ccca-btp.fr
40023203S,0780819S,CFA des Métiers du BTP - CFM BTP,13 rue Denis Papin,,,78621,TRAPPES,01 30 16 12 28,cfmbtp-sqy.com,cpo-apprentissage@wanadoo.fr
40023203S,0781897N,CFA CCIV - ITEDEC,21 rue Chantier d'Hérubé,,,78029,AUBERGENVILLE,,www.ifabtp.fr,
40023203S,0912140G,CFA Gustave Eiffel,30 route de Longjumeau,,,91161,CHILLY MAZARIN,01 69 74 15 50,www.centregustaveeiffel.net,centre.gustave.eiffel@centre-gustave-eiffel.com
40023203S,0932230U,CFA du Bâtiment - Saint-Denis,21 rue Prairial,,,93066,LA PLAINE ST DENIS,01 49 71 30 30,afobatrp.com,cfabtp.saintdenis@ccca-btp.fr
40023304S,0771654E,CFA du BTP de Nangis,3 bis avenue du Général de Gaulle,,,77327,NANGIS,01 60 58 54 10,www.cfanangis.fr,cfabtp.nangis@ccca-btp.fr
40023304S,0942288B,CFA GPPF formation,6 chemin des Mèches,,,94028,CRETEIL,01 41 78 52 60,www.gppf-formation.fr,contactcfa@gppf-formation.fr
40023405S,0752325V,CFA CCIP - Centre des Formations Industrielles,CFI,247 avenue Gambetta,,75111,PARIS,01 40 31 46 00,cfi.ccip.fr,information-cfi@ccip.fr
40023405S,0771654E,CFA du BTP de Nangis,3 bis avenue du Général de Gaulle,,,77327,NANGIS,01 60 58 54 10,www.cfanangis.fr,cfabtp.nangis@ccca-btp.fr
40024202V,0754955D,CFA CCIP - LA FABRIQUE,8 avenue de la Porte de Champerret,,,75117,PARIS,01 40 79 92 60,www.esiv.fr,imaes@esiv.fr
40024302S,0754955D,CFA CCIP - LA FABRIQUE,8 avenue de la Porte de Champerret,,,75117,PARIS,01 40 79 92 60,www.esiv.fr,imaes@esiv.fr
40025001R,0754458N,CFA CERFAL,2 rue Lacaze,,,75114,PARIS,01 40 52 77 10,www.cerfal-apprentissage.fr,d.g@cerfal.fr
40025001R,0783430E,CFA en Mouvement,23 rue Fernand Pelloutier,,,92024,CLICHY,01 41 40 07 95,www.cfa-academique-en-mouvement.fr,cfa.enmouvement@ac-versailles.fr
40025006S,0922675H,CFA AFORP,34 avenue Charles de Gaulle,,,92051,NEUILLY SUR SEINE,01 55 24 22 60,www.aforp.fr,p.pabeau@aforp.fr
40025007R,0754458N,CFA CERFAL,2 rue Lacaze,,,75114,PARIS,01 40 52 77 10,www.cerfal-apprentissage.fr,d.g@cerfal.fr
